"B17001C_001E","B17001C_001M","B17001C_002E","B17001C_002M","B17001C_003E","B17001C_003M","B17001C_004E","B17001C_004M","B17001C_005E","B17001C_005M","B17001C_006E","B17001C_006M","B17001C_007E","B17001C_007M","B17001C_008E","B17001C_008M","B17001C_009E","B17001C_009M","B17001C_010E","B17001C_010M","B17001C_011E","B17001C_011M","B17001C_012E","B17001C_012M","B17001C_013E","B17001C_013M","B17001C_014E","B17001C_014M","B17001C_015E","B17001C_015M","B17001C_016E","B17001C_016M","B17001C_017E","B17001C_017M","B17001C_018E","B17001C_018M","B17001C_019E","B17001C_019M","B17001C_020E","B17001C_020M","B17001C_021E","B17001C_021M","B17001C_022E","B17001C_022M","B17001C_023E","B17001C_023M","B17001C_024E","B17001C_024M","B17001C_025E","B17001C_025M","B17001C_026E","B17001C_026M","B17001C_027E","B17001C_027M","B17001C_028E","B17001C_028M","B17001C_029E","B17001C_029M","B17001C_030E","B17001C_030M","B17001C_031E","B17001C_031M","B17001C_032E","B17001C_032M","B17001C_033E","B17001C_033M","B17001C_034E","B17001C_034M","B17001C_035E","B17001C_035M","B17001C_036E","B17001C_036M","B17001C_037E","B17001C_037M","B17001C_038E","B17001C_038M","B17001C_039E","B17001C_039M","B17001C_040E","B17001C_040M","B17001C_041E","B17001C_041M","B17001C_042E","B17001C_042M","B17001C_043E","B17001C_043M","B17001C_044E","B17001C_044M","B17001C_045E","B17001C_045M","B17001C_046E","B17001C_046M","B17001C_047E","B17001C_047M","B17001C_048E","B17001C_048M","B17001C_049E","B17001C_049M","B17001C_050E","B17001C_050M","B17001C_051E","B17001C_051M","B17001C_052E","B17001C_052M","B17001C_053E","B17001C_053M","B17001C_054E","B17001C_054M","B17001C_055E","B17001C_055M","B17001C_056E","B17001C_056M","B17001C_057E","B17001C_057M","B17001C_058E","B17001C_058M","B17001C_059E","B17001C_059M","GEO_ID","NAME"
"3884","183","1326","262","652","121","136","41","11","12","108","40","20","21","3","5","30","22","59","36","121","43","67","33","52","27","34","27","5","6","6","9","674","177","143","53","28","28","71","34","56","30","13","12","0","17","69","51","138","63","67","31","30","21","27","24","19","14","13","11","2558","300","1221","156","103","45","15","13","171","57","134","58","36","21","26","17","152","39","107","45","138","45","141","26","108","27","77","22","13","10","1337","171","139","46","14","13","191","65","84","46","17","15","86","26","148","45","108","40","182","64","120","28","148","27","66","15","34","14","0500000US30041","Hill County, Montana"
"86","49","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","86","49","6","10","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","6","10","0","17","0","17","80","48","0","17","0","17","3","8","0","17","0","17","51","40","6","10","7","11","0","17","0","17","13","19","0","17","0","17","0500000US30043","Jefferson County, Montana"
"46","44","37","40","34","40","0","11","0","11","24","36","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","16","0","11","3","4","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","3","4","9","16","9","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0500000US30045","Judith Basin County, Montana"
"6937","421","2298","458","1199","338","77","62","22","24","254","105","121","68","25","28","26","27","226","101","136","68","131","75","40","23","54","44","87","51","0","23","1099","196","59","39","19","21","260","92","36","31","18","23","4","6","150","68","138","61","147","81","80","36","127","63","30","26","31","23","4639","448","2164","285","170","66","44","34","122","61","105","57","45","40","93","52","201","96","375","83","274","76","272","65","273","55","136","45","54","44","2475","246","158","68","26","27","217","92","88","55","105","74","72","55","186","85","420","91","281","88","353","63","299","65","170","50","100","30","0500000US30047","Lake County, Montana"
"853","208","98","80","56","46","22","28","0","26","0","26","5","12","0","26","1","2","0","26","3","5","13","23","0","26","12","20","0","26","0","26","42","43","11","12","2","3","1","3","0","26","0","26","0","26","2","3","23","33","0","26","3","8","0","26","0","26","0","26","755","208","452","162","0","26","0","26","28","24","15","20","5","9","0","26","110","100","13","23","79","64","77","60","125","76","0","26","0","26","303","91","4","8","0","26","38","29","0","26","0","26","0","26","0","26","62","39","27","28","63","36","50","47","52","58","7","12","0500000US30049","Lewis and Clark County, Montana"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0500000US30051","Liberty County, Montana"
"175","89","126","89","42","32","0","17","0","17","0","17","0","17","0","17","0","17","1","2","14","23","26","28","0","17","0","17","0","17","1","3","84","85","0","17","0","17","0","17","30","43","0","17","0","17","7","13","0","17","35","43","6","10","0","17","6","10","0","17","49","30","24","20","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","16","17","0","17","8","9","0","17","25","20","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","2","4","10","14","8","12","5","8","0","17","0500000US30053","Lincoln County, Montana"
"51","36","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","51","36","22","22","0","11","0","11","0","11","7","8","7","9","0","11","0","11","0","11","0","11","8","13","0","11","0","11","0","11","29","25","0","11","17","18","0","11","0","11","0","11","0","11","0","11","0","11","7","7","5","8","0","11","0","11","0","11","0500000US30055","McCone County, Montana"
"19","30","18","30","14","21","0","15","0","15","0","15","14","21","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4","11","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0500000US30057","Madison County, Montana"
"12","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","12","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","3","7","0","11","9","16","0","11","0","11","0","11","0500000US30059","Meagher County, Montana"
"66","44","17","14","11","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","10","13","1","3","0","11","0","11","0","11","0","11","6","9","0","11","0","11","0","11","0","11","0","11","0","11","6","9","0","11","0","11","0","11","0","11","0","11","0","11","49","39","25","24","0","11","0","11","2","4","0","11","0","11","0","11","0","11","10","15","0","11","0","11","0","11","13","19","0","11","24","17","0","11","0","11","0","11","3","4","0","11","0","11","7","9","0","11","0","11","8","8","6","9","0","11","0","11","0500000US30061","Mineral County, Montana"
"2171","401","443","211","173","123","0","26","0","26","31","52","0","26","0","26","0","26","19","36","74","94","39","45","10","16","0","26","0","26","0","26","270","123","0","26","0","26","0","26","0","26","7","12","0","26","0","26","117","96","0","26","40","49","30","32","76","57","0","26","1728","411","850","269","0","26","33","34","111","80","6","13","0","26","0","26","92","82","244","188","128","89","90","52","62","50","54","38","30","39","878","272","63","75","0","26","88","79","58","102","0","26","133","105","30","50","187","155","36","46","127","103","108","48","17","23","31","44","0500000US30063","Missoula County, Montana"
"136","60","52","57","43","50","0","11","0","11","9","8","0","11","9","8","0","11","0","11","0","11","0","11","25","36","0","11","0","11","0","11","9","8","0","11","0","11","0","11","0","11","0","11","9","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","84","54","8","15","0","11","0","11","4","8","4","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","76","47","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","26","11","18","47","47","0","11","0","11","0500000US30065","Musselshell County, Montana"
"110","85","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","110","85","89","76","0","17","0","17","0","17","0","17","0","17","0","17","0","17","44","60","6","13","24","34","0","17","15","22","0","17","21","29","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","21","29","0","17","0","17","0500000US30067","Park County, Montana"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0500000US30069","Petroleum County, Montana"
"258","55","79","53","54","34","0","11","0","11","4","8","0","11","0","11","4","7","11","19","2","3","3","6","27","30","2","5","0","11","1","2","25","28","0","11","0","11","4","7","0","11","0","11","0","11","6","10","0","11","4","8","3","5","0","11","0","11","8","11","179","51","108","28","0","11","0","11","5","10","1","3","3","4","1","4","0","11","2","4","37","28","9","9","15","8","32","4","3","4","71","37","5","8","0","11","3","5","3","7","0","11","0","11","0","11","6","11","5","6","14","17","8","9","10","12","17","14","0500000US30071","Phillips County, Montana"
"925","56","318","68","145","38","20","11","5","4","14","9","27","14","7","6","2","5","26","15","9","10","17","12","1","2","16","10","0","15","1","2","173","45","7","9","3","3","20","10","14","8","8","6","7","5","25","17","30","16","20","12","19","11","11","8","7","7","2","3","607","79","328","49","29","11","12","12","25","12","32","14","5","5","11","6","40","18","32","17","33","18","27","14","48","11","27","12","7","6","279","45","5","6","2","3","29","14","12","9","5","6","9","6","28","16","30","16","40","14","25","11","62","9","14","9","18","10","0500000US30073","Pondera County, Montana"
"53","50","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","53","50","32","41","0","11","0","11","1","3","0","11","0","11","0","11","0","11","0","11","0","11","31","41","0","11","0","11","0","11","21","36","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","21","36","0","11","0","11","0","11","0","11","0500000US30075","Powder River County, Montana"
"8","12","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","7","12","1","2","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1","2","0","15","0","15","0","15","0","15","6","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","6","11","0500000US30077","Powell County, Montana"
"16","25","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","25","5","8","0","11","0","11","5","8","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","17","0","11","0","11","11","17","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0500000US30079","Prairie County, Montana"
"295","141","62","80","56","80","0","23","0","23","0","23","56","80","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","6","8","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","0","23","6","8","0","23","0","23","0","23","233","133","144","98","0","23","0","23","0","23","25","37","0","23","25","36","0","23","0","23","39","47","0","23","2","4","53","47","0","23","89","67","0","23","0","23","0","23","0","23","0","23","0","23","0","23","47","59","11","21","0","23","31","37","0","23","0","23","0500000US30081","Ravalli County, Montana"
"216","178","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","216","178","162","121","0","17","0","17","0","17","0","17","0","17","0","17","96","136","47","76","0","17","0","17","19","29","0","17","0","17","54","69","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","3","5","51","70","0","17","0","17","0","17","0500000US30083","Richland County, Montana"
"6295","202","2717","401","1401","219","306","55","22","14","213","85","58","37","20","20","62","35","115","55","220","61","149","45","91","51","117","43","25","29","3","4","1316","226","110","59","14","13","281","120","60","40","7","12","28","27","133","55","275","61","117","58","139","48","114","40","15","16","23","21","3578","402","1730","224","101","51","43","26","296","72","104","32","27","22","67","32","161","72","281","73","179","42","167","44","158","47","109","30","37","8","1848","230","233","68","11","14","200","102","53","36","35","24","106","41","175","53","236","63","251","63","150","47","208","48","134","29","56","20","0500000US30085","Roosevelt County, Montana"
"3447","155","1069","251","520","152","110","53","21","31","55","34","21","17","7","13","0","15","49","56","90","42","29","26","75","30","22","29","38","27","3","6","549","165","70","64","10","16","61","34","36","29","10","11","34","30","57","31","81","35","42","33","54","49","34","26","9","13","51","44","2378","287","1145","170","128","62","29","22","138","37","105","38","25","23","78","28","148","56","115","47","129","30","85","27","104","27","60","25","1","3","1233","176","114","64","11","11","185","49","67","30","34","18","46","23","126","39","176","52","151","33","112","36","117","24","82","43","12","12","0500000US30087","Rosebud County, Montana"
"430","68","115","48","78","33","0","17","0","17","8","8","10","9","0","17","0","17","8","11","0","17","2","5","5","8","32","18","13","9","0","17","37","27","3","5","0","17","5","6","1","2","1","3","0","17","1","4","4","6","4","6","1","3","11","19","0","17","6","8","315","55","180","43","4","5","0","17","5","8","9","11","7","8","4","6","31","25","5","7","7","9","5","8","26","16","50","23","27","18","135","35","5","5","0","17","1","3","0","17","0","17","1","3","13","21","11","15","6","7","6","6","51","10","24","11","17","11","0500000US30089","Sanders County, Montana"
"13","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","13","15","4","5","0","11","0","11","2","3","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","2","0","11","1","3","9","14","0","11","0","11","0","11","7","12","0","11","0","11","0","11","0","11","0","11","0","11","1","3","1","2","0","11","0500000US30091","Sheridan County, Montana"
"747","227","471","222","307","173","93","102","0","23","0","23","0","23","0","23","0","23","0","23","64","65","59","95","0","23","0","23","91","96","0","23","164","127","29","35","23","29","0","23","0","23","0","23","0","23","24","30","59","76","0","23","0","23","0","23","26","42","3","7","276","156","100","83","0","23","0","23","9","9","0","23","0","23","0","23","28","46","0","23","20","34","36","54","7","18","0","23","0","23","176","138","0","23","0","23","0","23","0","23","0","23","8","17","70","100","43","53","1","3","0","23","43","50","11","20","0","23","0500000US30093","Silver Bow County, Montana"
"101","56","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","101","56","20","21","0","15","0","15","0","15","0","15","0","15","0","15","15","20","0","15","0","15","0","15","0","15","3","4","2","5","81","56","0","15","0","15","0","15","23","33","0","15","0","15","0","15","15","22","0","15","0","15","20","28","23","32","0","15","0500000US30095","Stillwater County, Montana"
"47","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","47","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","47","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","32","35","15","17","0","11","0500000US30097","Sweet Grass County, Montana"
"60","31","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","60","31","12","9","0","15","0","15","0","15","0","15","3","4","0","15","0","15","0","15","0","15","0","15","4","5","0","15","5","7","48","30","0","15","0","15","0","15","0","15","0","15","0","15","0","15","29","30","4","7","0","15","5","7","10","10","0","15","0500000US30099","Teton County, Montana"
"247","88","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","247","88","53","54","0","11","0","11","4","7","3","6","0","11","0","11","0","11","0","11","0","11","25","42","21","35","0","11","0","11","194","98","0","11","0","11","0","11","0","11","4","7","64","70","7","13","12","17","0","11","0","11","55","64","48","58","4","5","0500000US30101","Toole County, Montana"
"1","3","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1","3","1","3","0","11","0","11","0","11","0","11","0","11","0","11","1","3","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0500000US30103","Treasure County, Montana"
"672","102","239","75","113","46","5","7","0","15","9","8","2","5","0","15","18","16","1","2","27","21","6","7","25","26","17","14","3","6","0","15","126","51","13","12","1","2","12","11","15","15","0","15","5","4","6","7","6","7","29","32","19","9","14","14","5","8","1","2","433","95","264","62","49","7","18","14","24","16","4","4","10","10","9","10","24","24","27","35","13","13","19","15","58","26","0","15","9","10","169","53","8","12","2","3","14","15","7","7","3","5","5","6","12","16","25","23","18","17","20","14","38","19","9","7","8","9","0500000US30105","Valley County, Montana"
"14","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","14","18","0","11","0","11","0500000US30107","Wheatland County, Montana"
"6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","9","6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","9","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0500000US30109","Wibaux County, Montana"
"5755","591","988","377","522","222","43","37","2","3","181","101","39","41","7","13","29","41","25","35","59","62","77","55","20","25","35","43","0","26","5","8","466","204","69","57","0","26","78","71","4","7","0","26","53","42","66","64","76","72","37","41","49","52","15","20","15","19","4","5","4767","651","2419","414","226","84","30","37","182","115","164","107","63","44","99","70","307","90","424","179","369","109","274","75","173","64","82","56","26","22","2348","334","211","112","70","72","284","116","150","96","34","38","89","55","173","107","466","128","269","88","266","96","171","72","114","51","51","29","0500000US30111","Yellowstone County, Montana"
"81","62","30","37","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","2","4","0","21","28","37","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","28","37","0","21","0","21","51","48","49","47","0","21","0","21","20","34","0","21","0","21","0","21","12","25","2","4","4","6","0","21","2","4","3","5","6","13","2","7","0","21","0","21","0","21","0","21","0","21","0","21","0","21","2","7","0","21","0","21","0","21","0","21","0","21","0500000US31001","Adams County, Nebraska"
"0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0500000US31003","Antelope County, Nebraska"
"1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31005","Arthur County, Nebraska"
"0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31007","Banner County, Nebraska"
"0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31009","Blaine County, Nebraska"
"3","5","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","3","5","3","5","0","14","0","14","0","14","0","14","0","14","0","14","0","14","3","5","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0500000US31011","Boone County, Nebraska"
"158","193","95","180","24","51","0","16","0","16","0","16","0","16","12","25","12","26","0","16","0","16","0","16","0","16","0","16","0","16","0","16","71","130","37","76","0","16","0","16","0","16","0","16","0","16","18","32","0","16","16","28","0","16","0","16","0","16","0","16","63","68","31","48","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","31","48","0","16","0","16","0","16","32","46","0","16","0","16","0","16","0","16","0","16","0","16","0","16","32","46","0","16","0","16","0","16","0","16","0","16","0500000US31013","Box Butte County, Nebraska"
"13","15","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","13","15","9","11","0","10","0","10","0","10","5","9","0","10","0","10","0","10","0","10","0","10","2","5","0","10","2","3","0","10","4","5","0","10","0","10","0","10","0","10","0","10","3","4","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0500000US31015","Boyd County, Nebraska"
"5","9","4","9","4","9","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","4","9","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31017","Brown County, Nebraska"
"66","57","21","39","12","22","0","21","0","21","0","21","0","21","0","21","0","21","6","11","0","21","0","21","6","11","0","21","0","21","0","21","9","19","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","9","19","0","21","0","21","0","21","0","21","45","29","23","21","0","21","0","21","5","7","0","21","8","16","0","21","5","7","5","9","0","21","0","21","0","21","0","21","0","21","22","19","0","21","0","21","2","6","1","3","0","21","0","21","8","10","4","8","7","8","0","21","0","21","0","21","0","21","0500000US31019","Buffalo County, Nebraska"
"166","37","39","34","14","15","0","14","0","14","0","14","0","14","0","14","0","14","8","13","0","14","0","14","0","14","6","9","0","14","0","14","25","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","20","24","0","14","5","8","0","14","127","58","39","23","0","14","0","14","22","16","5","7","0","14","0","14","0","14","1","2","0","14","0","14","11","14","0","14","0","14","88","48","0","14","0","14","5","6","9","10","0","14","0","14","0","14","0","14","63","44","0","14","4","8","7","12","0","14","0500000US31021","Burt County, Nebraska"
"53","51","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","53","51","12","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","3","4","0","14","0","14","9","11","0","14","0","14","41","43","0","14","9","13","0","14","0","14","0","14","25","34","0","14","0","14","0","14","7","10","0","14","0","14","0","14","0500000US31023","Butler County, Nebraska"
"99","64","9","13","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","9","13","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","9","13","0","18","0","18","90","60","56","45","15","16","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","29","20","12","16","0","18","0","18","34","25","0","18","0","18","16","16","0","18","0","18","0","18","14","20","0","18","0","18","4","4","0","18","0","18","0","18","0500000US31025","Cass County, Nebraska"
"64","24","46","36","32","26","0","14","0","14","11","7","11","7","0","14","0","14","0","14","0","14","10","12","0","14","0","14","0","14","0","14","14","11","0","14","6","5","0","14","0","14","1","2","0","14","0","14","0","14","6","7","0","14","1","3","0","14","0","14","18","20","9","14","2","4","0","14","1","5","0","14","0","14","0","14","0","14","3","6","3","4","0","14","0","14","0","14","0","14","9","8","0","14","0","14","0","14","0","14","0","14","0","14","0","14","3","5","0","14","3","4","3","4","0","14","0","14","0500000US31027","Cedar County, Nebraska"
