"B17001C_001E","B17001C_001M","B17001C_002E","B17001C_002M","B17001C_003E","B17001C_003M","B17001C_004E","B17001C_004M","B17001C_005E","B17001C_005M","B17001C_006E","B17001C_006M","B17001C_007E","B17001C_007M","B17001C_008E","B17001C_008M","B17001C_009E","B17001C_009M","B17001C_010E","B17001C_010M","B17001C_011E","B17001C_011M","B17001C_012E","B17001C_012M","B17001C_013E","B17001C_013M","B17001C_014E","B17001C_014M","B17001C_015E","B17001C_015M","B17001C_016E","B17001C_016M","B17001C_017E","B17001C_017M","B17001C_018E","B17001C_018M","B17001C_019E","B17001C_019M","B17001C_020E","B17001C_020M","B17001C_021E","B17001C_021M","B17001C_022E","B17001C_022M","B17001C_023E","B17001C_023M","B17001C_024E","B17001C_024M","B17001C_025E","B17001C_025M","B17001C_026E","B17001C_026M","B17001C_027E","B17001C_027M","B17001C_028E","B17001C_028M","B17001C_029E","B17001C_029M","B17001C_030E","B17001C_030M","B17001C_031E","B17001C_031M","B17001C_032E","B17001C_032M","B17001C_033E","B17001C_033M","B17001C_034E","B17001C_034M","B17001C_035E","B17001C_035M","B17001C_036E","B17001C_036M","B17001C_037E","B17001C_037M","B17001C_038E","B17001C_038M","B17001C_039E","B17001C_039M","B17001C_040E","B17001C_040M","B17001C_041E","B17001C_041M","B17001C_042E","B17001C_042M","B17001C_043E","B17001C_043M","B17001C_044E","B17001C_044M","B17001C_045E","B17001C_045M","B17001C_046E","B17001C_046M","B17001C_047E","B17001C_047M","B17001C_048E","B17001C_048M","B17001C_049E","B17001C_049M","B17001C_050E","B17001C_050M","B17001C_051E","B17001C_051M","B17001C_052E","B17001C_052M","B17001C_053E","B17001C_053M","B17001C_054E","B17001C_054M","B17001C_055E","B17001C_055M","B17001C_056E","B17001C_056M","B17001C_057E","B17001C_057M","B17001C_058E","B17001C_058M","B17001C_059E","B17001C_059M","GEO_ID","NAME"
"0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31029","Chase County, Nebraska"
"221","101","46","57","5","9","0","14","0","14","0","14","0","14","0","14","0","14","5","9","0","14","0","14","0","14","0","14","0","14","0","14","41","51","20","32","0","14","0","14","0","14","0","14","0","14","8","15","0","14","0","14","0","14","13","21","0","14","0","14","175","115","78","75","41","41","0","14","0","14","0","14","0","14","2","4","7","11","20","33","0","14","8","13","0","14","0","14","0","14","97","57","5","10","0","14","5","9","0","14","0","14","0","14","0","14","15","19","58","50","12","19","0","14","2","3","0","14","0500000US31031","Cherry County, Nebraska"
"55","44","36","41","29","40","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","29","40","0","14","0","14","0","14","7","9","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","9","0","14","0","14","0","14","19","16","6","9","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","5","9","1","3","0","14","0","14","13","13","0","14","0","14","0","14","0","14","0","14","0","14","0","14","3","4","0","14","0","14","7","11","3","3","0","14","0500000US31033","Cheyenne County, Nebraska"
"33","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","33","26","23","18","0","14","0","14","10","11","0","14","0","14","0","14","0","14","0","14","0","14","0","14","13","15","0","14","0","14","10","12","5","6","0","14","0","14","0","14","0","14","0","14","0","14","5","6","0","14","0","14","0","14","0","14","0","14","0500000US31035","Clay County, Nebraska"
"209","208","16","25","10","15","0","16","0","16","0","16","0","16","6","11","0","16","4","8","0","16","0","16","0","16","0","16","0","16","0","16","6","11","0","16","0","16","0","16","0","16","0","16","6","11","0","16","0","16","0","16","0","16","0","16","0","16","0","16","193","204","137","111","0","16","0","16","0","16","0","16","0","16","97","78","5","7","8","12","27","52","0","16","0","16","0","16","0","16","56","107","0","16","0","16","37","69","0","16","0","16","0","16","0","16","0","16","19","39","0","16","0","16","0","16","0","16","0500000US31037","Colfax County, Nebraska"
"35","25","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","35","25","17","18","0","14","0","14","0","14","0","14","0","14","0","14","0","14","17","18","0","14","0","14","0","14","0","14","0","14","18","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","10","11","0","14","8","11","0","14","0","14","0","14","0500000US31039","Cuming County, Nebraska"
"31","39","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","31","39","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","31","39","0","16","0","16","5","9","9","11","0","16","5","9","2","3","0","16","0","16","7","14","3","7","0","16","0","16","0500000US31041","Custer County, Nebraska"
"354","150","182","157","110","107","6","15","0","18","0","18","0","18","0","18","0","18","5","7","0","18","8","17","91","102","0","18","0","18","0","18","72","57","3","7","0","18","69","55","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","172","114","90","61","7","12","0","18","0","18","0","18","0","18","0","18","0","18","13","16","0","18","0","18","17","26","53","63","0","18","82","64","0","18","0","18","0","18","0","18","0","18","4","7","9","15","9","17","8","14","0","18","52","63","0","18","0","18","0500000US31043","Dakota County, Nebraska"
"246","169","65","93","17","26","13","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","4","7","0","14","0","14","0","14","0","14","48","67","5","11","0","14","13","20","13","20","13","20","0","14","0","14","0","14","4","7","0","14","0","14","0","14","0","14","181","165","148","170","0","14","0","14","0","14","0","14","0","14","0","14","0","14","105","134","14","22","16","28","0","14","13","22","0","14","33","39","0","14","0","14","0","14","0","14","0","14","0","14","2","4","0","14","0","14","0","14","6","12","25","42","0","14","0500000US31045","Dawes County, Nebraska"
"74","71","41","60","20","32","0","18","0","18","7","12","0","18","0","18","0","18","0","18","13","21","0","18","0","18","0","18","0","18","0","18","21","29","9","15","0","18","0","18","0","18","0","18","0","18","0","18","12","17","0","18","0","18","0","18","0","18","0","18","33","36","10","17","0","18","0","18","0","18","4","7","0","18","0","18","0","18","0","18","0","18","0","18","0","18","6","10","0","18","23","32","0","18","0","18","19","31","0","18","0","18","0","18","0","18","0","18","0","18","4","13","0","18","0","18","0","18","0500000US31047","Dawson County, Nebraska"
"25","14","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","25","14","18","9","0","10","0","10","0","10","0","10","3","4","2","5","5","5","8","11","0","10","0","10","0","10","0","10","0","10","7","8","0","10","0","10","0","10","0","10","0","10","0","10","1","3","0","10","0","10","3","4","0","10","0","10","3","4","0500000US31049","Deuel County, Nebraska"
"22","13","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","13","13","6","6","4","0","14","2","2","0","14","0","14","0","14","0","14","4","3","0","14","0","14","0","14","1","2","0","14","9","9","0","14","0","14","2","2","0","14","0","14","0","14","3","4","1","3","0","14","0","14","1","2","2","3","0","14","0500000US31051","Dixon County, Nebraska"
"285","154","77","95","67","84","20","32","0","21","18","26","19","26","0","21","0","21","0","21","9","14","0","21","0","21","0","21","0","21","1","4","10","13","0","21","0","21","0","21","0","21","0","21","0","21","0","21","7","13","1","2","1","2","0","21","0","21","1","2","208","128","99","121","0","21","0","21","0","21","0","21","0","21","0","21","93","120","2","5","0","21","0","21","4","7","0","21","0","21","109","53","0","21","0","21","40","33","0","21","0","21","0","21","7","12","25","26","20","22","1","2","2","5","14","21","0","21","0500000US31053","Dodge County, Nebraska"
"2653","601","425","210","177","119","8","13","0","23","11","21","9","16","0","23","0","23","87","73","0","23","13","17","20","32","12","30","17","16","0","23","248","109","0","23","0","23","19","30","0","23","0","23","0","23","28","31","43","34","19","19","60","43","60","35","19","20","0","23","2228","603","1107","327","107","72","25","22","122","95","55","44","79","82","27","27","70","43","160","67","235","125","94","51","107","52","16","17","10","14","1121","317","129","70","55","62","139","76","42","68","31","29","31","34","83","57","170","78","134","91","132","51","107","55","38","24","30","25","0500000US31055","Douglas County, Nebraska"
"1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31057","Dundy County, Nebraska"
"8","8","1","4","1","4","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1","4","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","7","5","7","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","5","7","0","14","0","14","0","14","2","3","0","14","0","14","0","14","1","2","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1","2","0500000US31059","Fillmore County, Nebraska"
"1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31061","Franklin County, Nebraska"
"5","16","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","16","4","15","1","11","0","10","3","6","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","3","0","10","0","10","0","10","0500000US31063","Frontier County, Nebraska"
"6","8","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","2","0","10","0","10","0","10","0","10","5","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","7","0","10","0","10","2","4","0","10","0","10","0","10","0","10","0","10","3","5","0","10","0","10","0","10","0","10","0500000US31065","Furnas County, Nebraska"
"144","38","38","37","38","37","0","18","0","18","0","18","0","18","0","18","0","18","0","18","6","11","0","18","18","22","0","18","14","28","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","106","52","54","41","23","23","0","18","0","18","0","18","0","18","0","18","0","18","10","14","12","16","8","10","0","18","0","18","1","2","52","32","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","7","12","0","18","45","33","0","18","0","18","0500000US31067","Gage County, Nebraska"
"8","8","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","8","8","8","8","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","6","8","2","5","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31069","Garden County, Nebraska"
"0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31071","Garfield County, Nebraska"
"0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31073","Gosper County, Nebraska"
"1","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","3","1","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","3","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0500000US31075","Grant County, Nebraska"
"6","8","5","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","7","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","5","7","0","10","0","10","0","10","1","4","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","4","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","1","4","0","10","0","10","0500000US31077","Greeley County, Nebraska"
"424","126","111","89","35","40","12","21","0","23","13","20","0","23","0","23","0","23","0","23","0","23","2","3","0","23","8","14","0","23","0","23","76","57","13","21","0","23","6","11","13","18","0","23","6","11","3","5","0","23","0","23","35","40","0","23","0","23","0","23","313","110","204","97","0","23","0","23","37","30","3","5","0","23","13","14","58","61","20","31","1","3","65","58","0","23","7","12","0","23","109","40","6","15","0","23","0","23","32","32","0","23","0","23","3","5","23","27","11","13","3","5","31","32","0","23","0","23","0500000US31079","Hall County, Nebraska"
"0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0500000US31081","Hamilton County, Nebraska"
